906.3#BS,2458651,1,2,341731.818,4069906.370,0.9132,8,39
#BS,245000,0.8995,0,3C
#BS,10428,1,2,166021.443,0.000,0.899
#RCR,1512,1490,6B
#BS,10452,1,2,166021.443,0,4069906.655,0.9025,4,39
#BS,16189,1,2,341730.424,406,0.9023,4,3A
#CS,1500,1492,39
#RCR,1504,1493,6F
#BS,16214,1,2,341730.424,4069906.655,0.9022,4,3C
#BS,16229,1,2,3410.424,4069906.655,0.9029,4,39
#CS,1500,1488,32
#RCR,1500,1489,60
#BS,16254,1,2,341730.424,4069906.655,0.
#RCR,1515,1500,64
#CS,1514,1503,35
#RCR,14,1,2,341732.914,4069907.718,0.8645,7,31
#BS,21949,1,2,341732.974,4069907.717,0.8646,7,31
#CS,1507,1487,3A
#RCR,1507,1488,66
#BS,21973,1,2,341732.974,4069907.717,0.864#BS,21989,1,2,341732.974,4069907.717,0.8652,7,38
#CS,1507,1496,3A
#RCR,1505,1497,6A
#BS,22013,1,2,341732#BS,22149,1,2,341733.122,4069907.714,0.8620,7,,33
#BS,27689,1,2,341737.390,4069907.506,0.8753,7,36#RCR,1504,1506,62
#BS,27713,1,2,341737.390,4069907.506,0.8758,7,3F
#BS,27729,1,2,341737.390,4069907.506,0.8756,7,38S,1493,1503,3B
#RCR,1492,1504,6E
#BS,27753,1,2,341737.390,4069907.506,0.8758,7,3B
#BS,27769,1,2,341737.306,1494,39
#RCR,1510,1495,6C
