495,6E
#BS,360017,1,2070406.319,-0.2487,9,2B
#BS,360032,1,2,346599.513,4070406.572,-0.2482,9,2D
#CS,1501,1494,3E
#RCR,1503,1495,6E
#BS,6,1,2,346599.513,4070406.572,-0.2484,9,29
#BS,360072,1,2,346599.513,4070406.572,-0.2485,9,2E
#CS,1501,149.2485,9,24
#BS,360112,1,2,346599.513,4070406.572,-0.2484,9,28
#CS,1501,1494,3E
#RCR,1503,1495,6E#BS,360136,1,2,346599.846,4070406.843,-0.2491,9,28
#BS,360152,1,2,346599.846,4070406.843,-0.2489,9,23
#CS,1501,1482,#BS,360176,1,2,346599.846,4070406.843,-0.2489,9,25
#BS,360192,1,2,346599.846,4070406.843,-0.2492,9,25
#CS7.316,-0.2496,9,2D
#CS,15,1504,1504,60
#BS,360257,1,2,346600.315,4070407.316,-0.2503,9,22
#BS,360272,1,2,346600.315,4070407.316,-0.2503,9,25#RCR,1505,1500,65
#BS,360297,1,2,346600.315,4070407.316,-0.2503,9,2E
#BS,360312,1,2,346600.315,4070407.31
#BS,360338,1,2,346600.663,4070407.605,-0.2499,9,2B
#BS,360352,1,2,346600.663,4070407.605,-0.249907,3C
#RCR,1519,1508,60
#BS,360377,1,2,346600.663,4070407.605,-0.2499,9,20
#BS,360392,1,2,346600.663,4070407.605,-0#CS,1500,1492,39
#RCR,1501,1493,6A
#BS,360418,1,2,346600.663,4070407.605,-0.2501,9,2E
#BS,360432,1,2,34661
#BS,360457,1,2,346601.025,4070407.895,-0.2499,9,27
#BS,360472,1,2,346601.02
#CS,1502,1494,3D
#RCR,1503,1495,6E
#BS,360497,1,2,346601.025,4070407.895,-0.2501,9,2B
#BS,360512,1,2,346601.025,40407.895,-0.2505,9,23
#CS,1502,1491,38
#RCR,1503,1492,69
#BS,360538,1,2,346601.373,4070408.203,-0.2501,9#CS,1508,1494,37
#RCR,1509,1495,64
#BS,360577,1,2,346601.373,4070408.203,-0.2503,9,2C
#BS,360592.373,4070408.203,-0.2503,9,27
#CS,1516,1503,37
#RCR,1517,1504,62
#BS,360617,1,2,346601.373,4070408.203,-0.2501,9,2BBS,360632,1,2,346601.721,4070408.530,-0.2498,9,29
#CS,1510,1502,30
#RCR,1509,1503,6A
#BS,360657,1,2,3461.721,4#BS,360712,1,2,346601.721,4070408.530,-0.2498,9,2A
#CS,1510,1496,3C
#RCR,1511,1497,6F
#BS,360738,1,2,346602.084,4071
#BS,360752,1,2,346602.084,4070408.856,-0.2501,9,29
#CS,1510,1492,38
#RCR,1513,1493,69
#BS,360777,1,2,#BS,360792,1,2,346602.084,4070408.856,-0.2496,9,2A
#CS,1506,1485,39
#RCR,1505,1486,6A
#BS,360818503,9,2A
#BS,360831,1,2,346602.447,4070409.182,-0.2503,9,2B
#CS,1506,1493,3E
#RCR,1503,1494,6F
#CS,1506,1491,3C
#RCR,1503,1492,69
#CS,1506,1490,3D
#RCR,1503,1490,6B
#BS,360916,1,2,346602.447,4070409.182,-0.2505,9,29
#BS,360932,1,2,346602.811,4070409.546,-0.2508,9,21
#CS,1506,1493,3E
#RCR,1505,1494,69
#BS,360957,1,2,346602.811,4070409.546,-0.2512,9,29
#BS,360972,1,2,346602.811,4070409.546,-0.2510,9,2C
#CS,1506,1488,34
#RCR,1503,1489,63
#BS,360997,1,2,346602.811,4070409.546,-0.2506,9,20
#BS,361012,1,2,346602.81#CS,1506,1492,3F
#RCR,1502,1493,69
#BS,361038,1,2,346603.174,4070409.891,-0.2505,9,22
#BS,361052,346603.174,4070409.891,-0.2508,9,23
#CS,1506,1500,35
#RCR,1508,1501,69
#BS,361077,1,2,346603.174,4070409.891,-0.25#BS,361092,1,2,346603.174,4070409.891,-0.2506,9,21
#CS,1506,1495,38
#RCR,1508,1496,66
#BS,361117,1,2,3403.538,#BS,361171,1,2,346603.538,4070410.273,-0.2524,9,2F
#CS,1504,1496,39
#RCR,1505,1497,6A
#BS,361196,1,2,346603.538,40727
#BS,361212,1,2,346603.538,4070410.273,-0.2520,9,2D
#CS,1504,1496,39
#RCR,1505,1497,6A
#BS,361237,1,2,#BS,361252,1,2,346603.947,4070410.672,-0.2508,9,22
#CS,1504,1498,37
#RCR,1505,1499,64
#BS,361276.2517,9,2A
#BS,361292,1,2,346603.947,4070410.672,-0.2513,9,24
#CS,1504,1495,3A
#RCR,1502,1496,6C
#BS,361316,1,2,34.947,4070410.672,-0.2512,9,28
#BS,361332,1,2,346604.326,4070411.054,-0.2505,9,21
#CS,1504,1488,36
#RCR,1#BS,361372,1,2,346604.326,4070411.054,-0.2503,9,23
#CS,1504,1487,39
#RCR,1502,361397,1,2,346604.326,4070411.054,-0.2510,9,2A
#BS,361412,1,2,346604.326,4070411.054,-0.2510,9,20
#CS,1504,1486,38
#BS,361438,1,2,346604.690,4070411.436,-0.2508,9,29
#BS,361452,1,2,346604.690,4070411.436,-0.2506,9,2B
#CS6604.690,4070411.436,-0.2503,9,29
#BS,361492,1,2,346604.690,4070411.436,-0.2505,9,24
#CS,1492,149#BS,361517,1,2,346604.690,4070411.436,-0.2501,9,2C
#BS,361531,1,2,346605.069,4070411.817,-0.2503,9,24
#CS,1503,1496,,1504,1497,6B
#BS,361556,1,2,346605.069,4070411.817,-0.2501,9,27
LP:1343.0 IMU:51.0 GGA:11.0 RC1:46.0 RC2#BS,361605,1,2,346605.069,4070411.817,-0.2501,9,22
#BS,361618#CS,1503,1499,31
#RCR,1501,1500,61
#BS,361644,1,2,346605.463,4070412.217,-0.2501,9,20
#BS,361656,1,2,346605.463,407,9,21
#CS,1503,1487,3E
#RCR,1501,1488,60
#BS,361681,1,2,346605.463,4070412.217,-0.2501,9,29
#BS,361694,#RCR,1502,1488,63
#BS,361719,1,2,346605.463,4070412.217,-0.2491,9,21
#BS,361733,1,2,346605.842,40#CS,1507,1499,35
#RCR,1511,1500,60
#BS,361757,1,2,346605.842,4070412.617,-0.2487,9,27
#BS,361772,1,2,346605.842,40784,9,23
#CS,1507,1499,35
#RCR,1511,1500,60
#BS,361797,1,2,346605.842,4070412.617,-0.2482,9,2E
#BS,361810413.018,-0.2471,9,2F
#CS#RCR,1504,1498,64
#CS,1504,1494,3B
#RCR,1505,1495,68
#CS,1509,1498,3A
#RCR,1511,1498,60
#BS,361931,1,2,346606.222,4070413.018,-0.2463,9,24
#CS,1509,1499,3B
#RCR,1508,1500,68
#BS,361957,1,2,346606.601,4070413.418,-0.2461,9,27
#BS,361972,1,2,346606.601,4070413.418,-0.2461,9,20
#CS,1514,1502,34
#RCR,1516,1503,64
#BS,361997,1,2,346606.601,4070413.418,-0.2454,9,2D
#BS,362012,1,2,346606.601,4070413.418,-0.2447,9,28
#CS,1512,1493,3B
#RCR,1510,1494,6D
#BS,362038,1,2,346606.980,4070413.818,-0.2442,9,2F
#BS,362052,1,2,346606.980,407041#CS,1506,1493,3E
#RCR,1505,1494,69
#BS,362077,1,2,346606.980
#BS,362092,1,2,346606.980,4070413.818,-0.2424,9,2F
#CS,1506,1499,34
#RCR,1504,1500,64
#BS,362132,1,2,346606.980,4070413.818,-0.2412,9,21
#CS,1506,1499,34
#RCR,1505,1500,65
#BS,362157,1,2,346607.374,4070414.218,-0.2407,#BS,362172,1,2,346607.374,4070414.218,-0.2402,9,29
#CS,1506,1503,36
#RCR,1504,1504,60
#BS,36219774,4070414.218,-0.2400,9,20
#BS,362212,1,2,346607.374,4070414.218,-0.2391,9,21
#CS,1508,1503,38
#RCR,1509,1504,6D
S,362238,1,2,346607.374,4070414.218,-0.2391,9,29
#BS,362252,1,2,346607.828,4070414.635,-0.2384,9,28
#CS,#CS,1506,1504,31
#RCR,150#BS,362332,1,2,346607.828,4070414.635,-0.2374,9,20
#CS,1506,1494,39
#RCR,1503,1495,6E
#BS,362357,1,2,346608.207,4070415.035,-0.2372,9,2A
#BS,362372,1,2,346608.207,4070415.035,-0.2368,9,26
#CS,1506,1498,35
#RCR,1503,1498#BS,362397,1,2,346608.207,4070415.035,-0.2365,9,20
#BS,362412,1,2,346608.207,4070415.035,-0.2361,9R,1507,1500,67
#BS,362438,1,2,346608.586,4070415.435,-0.2353,9,2D
#BS,362452,1,2,346608.586,4070415.435,-0.2349,9,2A#RCR,1505,1490,6D
#BS,362477,1,2,346608.586,4070415.435,-0.2342,9,26
#BS,362492,1,2,346608.586,4070415.4370415.435,-0.2332,9,26
#BS,362531,1,2,346608.586,4070415.435,490,36
#RCR,1493,1490,63
#BS,362556,1,2,346608.980,4070415.835,-0.2325,9,23
#BS,362572,1,2,346608.980,4070415.835,-#CS,1498,1488,32
#RCR,1499,1489,61
#BS,362596,1,2,346608.980,4070415.835,-0.2309,9,21
#BS,362612,1,2,346#RCR,1500,1500,60
#BS,362637,1,2,346608.980,4070415.835,-0.2297,9,2F
#BS,362652,1,2,346609.359,40,2F
#CS,1508,1503,38
#RCR,1508,1504,6C
#BS,362676,1,2,346609.359,4070416.216,-0.2288,9,23
#BS,362692,1,2,346609.35070416.216,-0.2278,9,26
#CS,1508,1492,31
#RCR,1507,1493,6C
#BS,362716,1,2,346609.359,4070416.216,-0.2271,2,346609.739,4070416.617,2773,1,2,346609.739,4070416.617,-0.2258,9,2D
#CS,1508,1501,3A
#RCR,1509,1502,6B
#BS,362798,1,2,346609.739,4070416.6#BS,362811,1,2,346609.739,4070416.617,-0.2248,9,27
#CS,1502,1499,30
#RCR,1501,1500,61
#BS,362837,1,2,34670417.017,-0.2229,9,2D
#CS,1502,1493,3A
#RCR,1499,1494,6D
#CS,1504,1496,39
#RCR,1507,1497,68
#CS,1520,1506,37
#RCR,1523,1506,67
#BS,362936,1,2,346610.118,4070417.017,-0.2197,9,28
#BS,362952,1,2,346610.497,4070417.417,-0.2194,9,2F
#CS,1520,1503,32
#RCR,1523,1504,65
#BS,362976,1,2,346610.497,4070417.417,-0.2189,9,25
#BS,362992,1,2,346610.497,4070417.417,-0.2190,9,27
#CS,1515,1502,35
#RCR,1515,1503,67
#BS,363016,1,2,346610.497,4070417.417,-0.2189,9,2B
#BS,363032,1,2,346610.497,4070417.417,-0.2189,9,2D
#CS,1502,1495,3C
#RCR,1501,1496,6F
#BS,363057,1,2,346610.861,4070417.817,-0.2185,9,2B
#BS,363072,1,2,3466#RCR,1507,1496,69
#BS,363096,1,2,346610.861,4070417.817,-0.2171,9,2D
#BS,363112,1,2,346610.861,4075,9,24
#CS,1506,1498,35
#RCR,1507,1498,67
#BS,363137,1,2,346610.861,4070417.817,-0.2171,9,27
